省份,年份,新质生产力_组合得分,高质量发展_组合得分,产业高级化率（%）,城镇化率（%）,政府干预度（一般公共预算支出/GDP）,基础设施_公路里程（公里）,基础设施_铁路里程（公里）,每万人R&D人员（人年/万人）,人均R&D经费（万元/万人）,每万人专利授权数（件/万人）,人均电商销售额（亿元/万人）,人均软件产品收入（亿元/万人）,人均技术市场成交额（万元/万人）,人均电信业务总量（亿元/万人）,数字普惠金融总指数,人均地区生产总值（元）,居民人均可支配收入（元）,对外开放度（进出口/GDP）,环保重视度（污染治理投资/GDP）,单位GDP能耗（万吨标煤/亿元）
西藏,2019,0.1794863155400298,0.17293839040682962,54.42331931535735,34.51,1.288563687552273,103951.438,785.085,0.7313019390581718,15.439335180055403,2.8254847645429364,0.4338687534626039,0.13444853363962928,26.53026811634349,0.8348249584487534,293.7912107780944,48902.0,19501.30191,0.025173233911722,9.101452002331459e-05,0.7467580324082836
西藏,2020,0.22710864339334003,0.17720926941536824,50.12981279628326,35.73,1.161966427362646,118238.0,785.0,0.5191256830601093,24.43715846994536,4.650273224043716,0.2054644808743169,0.13444853363962928,21.264466885245902,1.1723770491803278,310.5287496433696,52345.0,21744.09531,0.0101958228659722,0.0001100518200069,0.7467580324082836
西藏,2021,0.10998233905441701,0.18770302802282662,55.70618209787521,36.61,0.974431304682242,120131.612,1187.796,0.726775956284153,67.70928961748633,5.270491803278689,0.4158982240437158,0.13444853363962928,47.1829125136612,0.16898907103825136,342.0998299351683,56831.0,24949.9,0.0195654264013075,5.047591577732911e-07,0.7467580324082836
西藏,2022,0.1084020617039066,0.19094084160545077,53.82162618400075,37.39,1.215875035168339,120852.215,1187.796,0.4752747252747252,46.82142857142857,5.843406593406593,0.479988956043956,0.13444853363962928,170.72252747252747,0.16528739010989013,334.68637636536,58438.0,26674.83706,0.0112069773984807,1.3789387979438327e-05,0.7467580324082836
西藏,2023,0.11571608860177521,0.20418111741656403,54.11041919170812,38.88,1.173995904208635,122712.0,1187.8,0.6465753424657534,31.610958904109587,5.142465753424657,0.8933496986301369,0.13444853363962928,223.7835616438356,0.1667123287671233,356.296348009454,65642.0,28983.0,0.0181385046182137,2.707401680110336e-05,0.7467580324082836
贵州,2011,0.008313750807574254,0.10962531936867581,48.77881525963549,35.03,0.3945042302134048,157820.0,2100.0,3.383077780875384,87.83905770839142,0.9592067988668556,0.183784994493392,0.0071540563144689,38.66384365439093,0.05788951841359773,18.47,16413.0,11083.05656,0.0291477345578951,0.0023145090006033,1.5903375208704558
贵州,2012,0.024322027458599037,0.11304984941116358,47.90797116254634,36.3,0.4021601529435802,164542.0,2100.0,3.383077780875384,87.83905770839142,1.689155282966267,0.183784994493392,0.0071540563144689,26.970385087817117,0.06805584053526624,75.87,19710.0,11083.05656,0.0291477345578951,0.0018193091269957,1.4416360993549517
贵州,2013,0.039461170460562,0.15742420159857404,46.17416401421566,37.89,0.3811934174698214,172564.0,2100.0,4.418832599118943,94.31189427312776,2.179240088105727,0.183784994493392,0.0078933645374449,50.65306068281938,0.08511189151982379,121.22,23151.0,11083.05656,0.0291477345578951,0.0024182674115787,1.1498900685803886
贵州,2014,0.05027053910089913,0.1613759110514356,44.55348846746144,40.24,0.3823279615902202,179079.0,2373.101,4.258580364427522,111.53992385096544,2.748708186021213,0.2340139407125374,0.0095514549904813,54.49871503943432,0.09625237965732934,154.62,26437.0,12371.1,0.0291477345578951,0.0019964624843115,1.047765095144927
贵州,2015,0.06551626271037177,0.15633014597837797,44.885437455249,42.96,0.3750990234761811,186407.0,2810.115,4.022653721682848,123.32877562028048,3.80663430420712,0.2747667475728155,0.0114480933117583,70.01780134843581,0.12982470334412083,193.29,29847.24776,13696.6,0.0291477345578951,0.0010187992260934,0.8896878475343155
